source_kind,source_file,specialty,phenotypes,atom_id,atom_name,system,code,warehouse_meaning,warehouse_row_count,warehouse_patient_count,mapping_role,can_fire_atom_alone,review_status,match_mode,context_guard,warehouse_meaning_source,warehouse_exact_meaning,lexical_alignment,lexical_overlap_tokens,config_reuse_count,audit_flags
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,ICD10,I44.2,"Atrioventricular block, complete",2876,396,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,ICD10,I44.30,Unspecified atrioventricular block,595,130,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,ICD10,I44.39,Other atrioventricular block,149,46,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,ICD10,I45.4,Nonspecific intraventricular block,189,118,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,ICD10,Z95.0,Presence of cardiac pacemaker,1424,318,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",local,True,0.0,,4,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,SNOMED_CT,49436004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",,,0.0,,3,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRV | ATTRWT,af,Atrial fibrillation or flutter,SNOMED_CT,5370000,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Match only atrial fibrillation/flutter language. Conduction disease, pacemaker/device language, or generic arrhythmia must not create an AF atom.",,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I44.1,"Atrioventricular block, second degree",771,193,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I44.2,"Atrioventricular block, complete",2876,396,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I44.30,Unspecified atrioventricular block,595,130,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I44.39,Other atrioventricular block,149,46,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I45.4,Nonspecific intraventricular block,189,118,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.0,,3,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.0,Paroxysmal atrial fibrillation,40961,2965,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, fibrill",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.11,Longstanding persistent atrial fibrillation,7223,594,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.5,"atrial, fibrill",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.19,Other persistent atrial fibrillation,6814,629,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, fibrill",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.20,"Chronic atrial fibrillation, unspecified",6028,571,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, fibrill",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.21,Permanent atrial fibrillation,3420,230,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, fibrill",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.3,Typical atrial flutter,2048,222,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, flutter",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.4,Atypical atrial flutter,828,85,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.667,"atrial, flutter",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,I48.91,Unspecified atrial fibrillation,47508,3798,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,1.0,"atrial, fibrill",3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,ICD10,Z95.0,Presence of cardiac pacemaker,1424,318,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",local,True,0.5,cardiac,4,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV,arrhythmia,arrhythmia,SNOMED_CT,49436004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,"Generic arrhythmia is nonspecific. Require clinically significant, otherwise unexplained rhythm disease before contributing as cardiac context.",,,0.0,,3,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,as_valve,Severe aortic stenosis,ICD10,I35.0,Nonrheumatic aortic (valve) stenosis,25738,1666,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Severe aortic stenosis'. Do not broaden to related but clinically distinct findings.,local,True,0.75,"aortic, stenosi, valve",4,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,as_valve,Severe aortic stenosis,ICD10,I35.2,Nonrheumatic aortic (valve) stenosis with insufficiency,371,109,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Severe aortic stenosis'. Do not broaden to related but clinically distinct findings.,local,True,0.6,"aortic, stenosi, valve",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,as_valve,Severe aortic stenosis,ICD10,I06.0,Rheumatic aortic stenosis,412,55,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Severe aortic stenosis'. Do not broaden to related but clinically distinct findings.,local,True,0.667,"aortic, stenosi",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,as_valve,Severe aortic stenosis,ICD10,I06.2,Rheumatic aortic stenosis with insufficiency,55,4,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Severe aortic stenosis'. Do not broaden to related but clinically distinct findings.,local,True,0.5,"aortic, stenosi",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,asymmetric_septal_hypertrophy,Asymmetric / basal septal hypertrophy,ICD10,I42.2,Other hypertrophic cardiomyopathy,3940,318,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Asymmetric / basal septal hypertrophy'. Do not broaden to related but clinically distinct findings.,local,True,0.0,,4,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRWT,asymmetric_septal_hypertrophy,Asymmetric / basal septal hypertrophy,SNOMED_CT,111027004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Asymmetric / basal septal hypertrophy'. Do not broaden to related but clinically distinct findings.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL | ATTRWT,bnp_result,B-type natriuretic peptide,SNOMED_CT,407059007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Measurement/test route only. The existence of the test/result field does not itself establish the phenotype signal.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.0,"Atrioventricular block, first degree",1447,675,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"atrioventricular, block, degree, first",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.1,"Atrioventricular block, second degree",771,193,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"atrioventricular, block, degree, second",3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.2,"Atrioventricular block, complete",2876,396,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"atrioventricular, block, complete",3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.30,Unspecified atrioventricular block,595,130,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"atrioventricular, block",3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.39,Other atrioventricular block,149,46,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"atrioventricular, block",3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.4,Left anterior fascicular block,379,203,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.25,block,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.5,Left posterior fascicular block,57,42,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.25,block,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.60,Unspecified fascicular block,3,2,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.5,block,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.69,Other fascicular block,1,1,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.5,block,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I44.7,"Left bundle-branch block, unspecified",2146,428,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.75,"block, branch, bundle",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.0,Right fascicular block,2,2,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.333,block,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.10,Unspecified right bundle-branch block,2516,963,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.75,"block, branch, bundle",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.19,Other right bundle-branch block,281,228,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.75,"block, branch, bundle",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.2,Bifascicular block,673,214,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"bifascicular, block",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.3,Trifascicular block,49,5,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"block, trifascicular",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.4,Nonspecific intraventricular block,189,118,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,0.333,block,3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,ATTRV | ATTRWT,conduction_disease,"AV block, bundle-branch block, or sinus-node disease",ICD10,I45.5,Other specified heart block,310,70,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match explicit conduction-system disease only. Atrial fibrillation/flutter and pacemaker presence alone do not establish conduction disease.,local,True,1.0,"block, heart",1,CAN_FIRE_ALONE | DIRECT_TARGET
